Chr Start End Length Strand_Up Gene_Up Strand_Down Gene_Down
ENSG00000198298 10 44113352 44139306 25955 1 ENSG00000198298 -1 ENSG00000169740
ENSG00000169740 10 44144305 45950034 1805730 -1 ENSG00000169740 -1 ENSG00000165406
ENSG00000165406 10 46090355 46111042 20688 -1 ENSG00000165406 -1 ENSG00000172671
ENSG00000172671 10 46168229 46222647 54419 -1 ENSG00000172671 1 ENSG00000172661
ENSG00000172661 10 46288410 46321041 32632 1 ENSG00000172661 -1 ENSG00000188234
ENSG00000188234 10 46349324 47191843 842520 -1 ENSG00000188234 -1 ENSG00000204172
ENSG00000204172 10 47239739 47746935 507197 -1 ENSG00000204172 1 ENSG00000186807
ENSG00000186807 10 47763042 47894022 130981 1 ENSG00000186807 1 ENSG00000152726
ENSG00000152726 10 47949413 49514697 1565285 1 ENSG00000152726 1 ENSG00000107643
ENSG00000107643 10 49647404 50663413 1016010 1 ENSG00000107643 -1 ENSG00000225830
ENSG00000225830 10 50747585 51026324 278740 -1 ENSG00000225830 -1 ENSG00000227345
ENSG00000227345 10 51130716 51187937 57222 -1 ENSG00000227345 1 ENSG00000174196
ENSG00000174196 10 51192033 51224680 32648 1 ENSG00000174196 -1 ENSG00000174194
ENSG00000174194 10 51371322 51371389 68 -1 ENSG00000174194 1 ENSG00000204152
ENSG00000204152 10 51387769 51464161 76393 1 ENSG00000204152 -1 ENSG00000204169
ENSG00000204169 10 51486328 51592079 105752 -1 ENSG00000204169 -1 ENSG00000138297
ENSG00000138297 10 51623366 51827647 204282 -1 ENSG00000138297 1 ENSG00000099290
ENSG00000099290 10 51893270 52065359 172090 1 ENSG00000099290 -1 ENSG00000198964
ENSG00000198964 10 52384796 52499077 114282 -1 ENSG00000198964 1 ENSG00000204147
ENSG00000204147 10 52576256 54074055 1497800 1 ENSG00000204147 1 ENSG00000107984
ENSG00000107984 10 54077803 58116988 4039186 1 ENSG00000107984 -1 ENSG00000122952
ENSG00000122952 10 58121037 59951277 1830241 -1 ENSG00000122952 -1 ENSG00000151151
ENSG00000151151 10 60027695 60028817 1123 -1 ENSG00000151151 1 ENSG00000122873
ENSG00000122873 10 60049347 60094734 45388 1 ENSG00000122873 1 ENSG00000072401
ENSG00000072401 10 60130514 60144781 14268 1 ENSG00000072401 1 ENSG00000108064
ENSG00000108064 10 60158982 60272899 113918 1 ENSG00000108064 1 ENSG00000122870
ENSG00000122870 10 60591196 61548520 957325 1 ENSG00000122870 -1 ENSG00000108091
ENSG00000108091 10 61666415 61788158 121744 -1 ENSG00000108091 -1 ENSG00000151150
ENSG00000151150 10 62493249 62538088 44840 -1 ENSG00000151150 1 ENSG00000170312
ENSG00000170312 10 62554611 62629195 74585 1 ENSG00000170312 -1 ENSG00000072422
ENSG00000072422 10 62761199 63661058 899860 -1 ENSG00000072422 1 ENSG00000150347
ENSG00000150347 10 63856704 63942793 86090 1 ENSG00000150347 -1 ENSG00000182010
ENSG00000182010 10 64028467 64564515 536049 -1 ENSG00000182010 1 ENSG00000181915
ENSG00000181915 10 64568239 64893049 324811 1 ENSG00000181915 1 ENSG00000148572
ENSG00000148572 10 64914784 64926980 12197 1 ENSG00000148572 -1 ENSG00000171988
ENSG00000171988 10 65225723 65281122 55400 -1 ENSG00000171988 1 ENSG00000165476
ENSG00000165476 10 65384884 69556426 4171543 1 ENSG00000165476 -1 ENSG00000108176
ENSG00000108176 10 69597925 69644426 46502 -1 ENSG00000108176 1 ENSG00000096717
ENSG00000096717 10 69678148 69681664 3517 1 ENSG00000096717 -1 ENSG00000148634
ENSG00000148634 10 69835106 69865911 30806 -1 ENSG00000148634 1 ENSG00000138347
ENSG00000138347 10 69971775 70090930 119156 1 ENSG00000138347 1 ENSG00000096746
ENSG00000096746 10 70102949 70100863 -2085 1 ENSG00000096746 -1 ENSG00000204130
ENSG00000204130 10 70167052 70173820 6769 -1 ENSG00000204130 -1 ENSG00000138346
ENSG00000138346 10 70231880 70242520 10641 -1 ENSG00000138346 -1 ENSG00000122912
ENSG00000122912 10 70287232 70480768 193537 -1 ENSG00000122912 1 ENSG00000060339
ENSG00000060339 10 70552135 70587297 35163 1 ENSG00000060339 1 ENSG00000165730
ENSG00000165730 10 70655189 70661033 5845 1 ENSG00000165730 1 ENSG00000107625
ENSG00000107625 10 70706604 70715883 9280 1 ENSG00000107625 1 ENSG00000165732
ENSG00000165732 10 70744830 70748486 3657 1 ENSG00000165732 1 ENSG00000198954
ENSG00000198954 10 70776739 70847861 71123 1 ENSG00000198954 1 ENSG00000122862
ENSG00000122862 10 70864568 70883267 18700 1 ENSG00000122862 1 ENSG00000122958
ENSG00000122958 10 70932618 70939987 7370 1 ENSG00000122958 1 ENSG00000156502
ENSG00000156502 10 70968856 71029739 60884 1 ENSG00000156502 1 ENSG00000156515
ENSG00000156515 10 71161639 71211228 49590 1 ENSG00000156515 1 ENSG00000099282
ENSG00000099282 10 71267426 71390006 122581 1 ENSG00000099282 1 ENSG00000171224
ENSG00000171224 10 71393353 71857978 464626 1 ENSG00000171224 -1 ENSG00000042286
ENSG00000042286 10 71892691 71897736 5046 -1 ENSG00000042286 -1 ENSG00000156521
ENSG00000156521 10 71906433 71909959 3527 -1 ENSG00000156521 -1 ENSG00000079332
ENSG00000079332 10 71930280 71962586 32307 -1 ENSG00000079332 -1 ENSG00000180817
ENSG00000180817 10 71993668 72058728 65061 -1 ENSG00000180817 -1 ENSG00000172731
ENSG00000172731 10 72142383 72164134 21752 -1 ENSG00000172731 1 ENSG00000148730
ENSG00000148730 10 72188375 72575716 387342 1 ENSG00000148730 1 ENSG00000166224
ENSG00000166224 10 72640931 72642036 1106 1 ENSG00000166224 -1 ENSG00000166228
ENSG00000166228 10 72648542 73079014 430473 -1 ENSG00000166228 1 ENSG00000198246
ENSG00000198246 10 73123143 73576054 452912 1 ENSG00000198246 -1 ENSG00000197746
ENSG00000197746 10 73611127 73724122 112996 -1 ENSG00000197746 1 ENSG00000122863
ENSG00000122863 10 73773323 73856277 82955 1 ENSG00000122863 -1 ENSG00000138303
ENSG00000138303 10 73976893 73975786 -1106 -1 ENSG00000138303 1 ENSG00000166295
ENSG00000166295 10 73995619 74033677 38059 1 ENSG00000166295 1 ENSG00000168209
ENSG00000168209 10 74035795 74092587 56793 1 ENSG00000168209 -1 ENSG00000148719
ENSG00000148719 10 74114989 74127097 12109 -1 ENSG00000148719 -1 ENSG00000107745
ENSG00000107745 10 74385900 74451888 65989 -1 ENSG00000107745 1 ENSG00000156026
ENSG00000156026 10 74647453 74766974 119522 1 ENSG00000156026 -1 ENSG00000122884
ENSG00000122884 10 74856733 74870216 13484 -1 ENSG00000122884 1 ENSG00000166321
ENSG00000166321 10 74891587 74889912 -1674 1 ENSG00000166321 -1 ENSG00000122882
ENSG00000122882 10 74927854 74927923 70 -1 ENSG00000122882 1 ENSG00000138286
ENSG00000138286 10 75004263 74943119 -61143 1 ENSG00000138286 -1 ENSG00000213551
ENSG00000213551 10 75008621 75006509 -2111 -1 ENSG00000213551 -1 ENSG00000182180
ENSG00000182180 10 75012452 75135202 122751 -1 ENSG00000182180 -1 ENSG00000138279
ENSG00000138279 10 75173835 75196185 22351 -1 ENSG00000138279 -1 ENSG00000107758
ENSG00000107758 10 75255783 75257295 1513 -1 ENSG00000107758 -1 ENSG00000166348
ENSG00000166348 10 75385712 75434032 48321 -1 ENSG00000166348 -1 ENSG00000172650
ENSG00000172650 10 75457640 75504119 46480 -1 ENSG00000172650 1 ENSG00000176986
ENSG00000176986 10 75531920 75532048 129 1 ENSG00000176986 1 ENSG00000196968
ENSG00000196968 10 75538822 75541804 2983 1 ENSG00000196968 1 ENSG00000172586
ENSG00000172586 10 75543411 75545339 1929 1 ENSG00000172586 1 ENSG00000214655
ENSG00000214655 10 75561552 75556271 -5280 1 ENSG00000214655 -1 ENSG00000166507
ENSG00000166507 10 75571590 75572258 669 -1 ENSG00000166507 -1 ENSG00000148660
ENSG00000148660 10 75634344 75668934 34591 -1 ENSG00000148660 1 ENSG00000122861
ENSG00000122861 10 75677256 75757871 80616 1 ENSG00000122861 1 ENSG00000035403
ENSG00000035403 10 75879919 75881523 1605 1 ENSG00000035403 -1 ENSG00000185009
ENSG00000185009 10 75910822 75910959 138 -1 ENSG00000185009 1 ENSG00000156110
ENSG00000156110 10 76469062 76859343 390282 1 ENSG00000156110 1 ENSG00000156671
ENSG00000156671 10 76941882 76969911 28030 1 ENSG00000156671 1 ENSG00000165637
ENSG00000165637 10 76991207 76993726 2520 1 ENSG00000165637 -1 ENSG00000165644
ENSG00000165644 10 76995789 77360997 365209 -1 ENSG00000165644 1 ENSG00000148655
ENSG00000148655 10 78319926 79550548 1230623 1 ENSG00000148655 -1 ENSG00000151208
ENSG00000151208 10 79686379 79734906 48528 -1 ENSG00000151208 -1 ENSG00000148606
ENSG00000148606 10 79789304 79793517 4214 -1 ENSG00000148606 1 ENSG00000138326
ENSG00000138326 10 79816571 81107224 1290654 1 ENSG00000138326 1 ENSG00000108179
ENSG00000108179 10 81115094 81272356 157263 1 ENSG00000108179 1 ENSG00000253626
ENSG00000253626 10 81276189 81838401 562213 1 ENSG00000253626 1 ENSG00000133678
ENSG00000133678 10 81852314 81910644 58331 1 ENSG00000133678 -1 ENSG00000122359
ENSG00000122359 10 81965329 82167584 202256 -1 ENSG00000122359 1 ENSG00000122378
ENSG00000122378 10 82192754 82213921 21168 1 ENSG00000122378 1 ENSG00000108219
ENSG00000108219 10 82282388 85899195 3616808 1 ENSG00000108219 1 ENSG00000165678
ENSG00000165678 10 85913002 86088341 175340 1 ENSG00000165678 1 ENSG00000107771
ENSG00000107771 10 86278274 88195012 1916739 1 ENSG00000107771 -1 ENSG00000062650
ENSG00000062650 10 88281573 88516406 234834 -1 ENSG00000062650 1 ENSG00000107779
ENSG00000107779 10 88684946 88695296 10351 1 ENSG00000107779 -1 ENSG00000173269
ENSG00000173269 10 88729239 88810242 81004 -1 ENSG00000173269 -1 ENSG00000148672
ENSG00000148672 10 88854624 88853917 -706 -1 ENSG00000148672 1 ENSG00000122376
ENSG00000122376 10 88951226 89264631 313406 1 ENSG00000122376 1 ENSG00000107789
ENSG00000107789 10 89313218 89419369 106152 1 ENSG00000107789 1 ENSG00000198682
ENSG00000198682 10 89507463 89511268 3806 1 ENSG00000198682 -1 ENSG00000138138
ENSG00000138138 10 89601101 89622869 21769 -1 ENSG00000138138 1 ENSG00000171862
ENSG00000171862 10 89731688 90639490 907803 1 ENSG00000171862 1 ENSG00000138134
ENSG00000138134 10 90734911 90750413 15503 1 ENSG00000138134 1 ENSG00000026103
ENSG00000026103 10 90775543 90973325 197783 1 ENSG00000026103 -1 ENSG00000107798
ENSG00000107798 10 91174315 91174342 28 -1 ENSG00000107798 1 ENSG00000152778
ENSG00000152778 10 91180759 91342744 161986 1 ENSG00000152778 -1 ENSG00000152782
ENSG00000152782 10 91405216 91461366 56151 -1 ENSG00000152782 1 ENSG00000138182
ENSG00000138182 10 91534701 92631472 1096772 1 ENSG00000138182 1 ENSG00000148688
ENSG00000148688 10 92668313 92979907 311595 1 ENSG00000148688 1 ENSG00000180628
ENSG00000180628 10 93044089 93170095 126007 1 ENSG00000180628 1 ENSG00000165338
ENSG00000165338 10 93274587 93388198 113612 1 ENSG00000165338 -1 ENSG00000119938
ENSG00000119938 10 93392812 93558068 165257 -1 ENSG00000119938 1 ENSG00000107854
ENSG00000107854 10 93625034 93683525 58492 1 ENSG00000107854 1 ENSG00000095564
ENSG00000095564 10 93790083 94050919 260837 1 ENSG00000095564 1 ENSG00000198060
ENSG00000198060 10 94113722 94211440 97719 1 ENSG00000198060 -1 ENSG00000119912
ENSG00000119912 10 94333834 94353042 19209 -1 ENSG00000119912 1 ENSG00000138160
ENSG00000138160 10 94415151 94447944 32794 1 ENSG00000138160 1 ENSG00000152804
ENSG00000152804 10 94455404 94590934 135531 1 ENSG00000152804 1 ENSG00000138190
ENSG00000138190 10 94819251 95066185 246935 1 ENSG00000138190 -1 ENSG00000138119
ENSG00000138119 10 95242075 95256388 14314 -1 ENSG00000138119 1 ENSG00000138180
ENSG00000138180 10 95288850 95427639 138790 1 ENSG00000138180 -1 ENSG00000148690
ENSG00000148690 10 95462330 95653729 191400 -1 ENSG00000148690 1 ENSG00000176273
ENSG00000176273 10 95715820 96075003 359184 1 ENSG00000176273 -1 ENSG00000173145
ENSG00000173145 10 96122717 96162260 39544 -1 ENSG00000173145 1 ENSG00000108239
ENSG00000108239 10 96295688 96305546 9859 1 ENSG00000108239 1 ENSG00000119969
ENSG00000119969 10 96373663 96997328 623666 1 ENSG00000119969 -1 ENSG00000107438
ENSG00000107438 10 97050782 97365695 314914 -1 ENSG00000107438 -1 ENSG00000059573
ENSG00000059573 10 97416464 97423152 6689 -1 ENSG00000059573 -1 ENSG00000119977
ENSG00000119977 10 97453901 97471535 17635 -1 ENSG00000119977 1 ENSG00000138185
ENSG00000138185 10 97637024 97803150 166127 1 ENSG00000138185 1 ENSG00000107443
ENSG00000107443 10 97820628 98277865 457238 1 ENSG00000107443 -1 ENSG00000077147
ENSG00000077147 10 98347210 98592016 244807 -1 ENSG00000077147 1 ENSG00000196233
ENSG00000196233 10 98740801 98741040 240 1 ENSG00000196233 1 ENSG00000155640
ENSG00000155640 10 98745583 99092254 346672 1 ENSG00000155640 -1 ENSG00000181274
ENSG00000181274 10 99094459 99116114 21656 -1 ENSG00000181274 -1 ENSG00000052749
ENSG00000052749 10 99161128 99185916 24789 -1 ENSG00000052749 1 ENSG00000171314
ENSG00000171314 10 99193199 99195898 2700 1 ENSG00000171314 -1 ENSG00000171311
ENSG00000171311 10 99205775 99205926 152 -1 ENSG00000171311 1 ENSG00000171307
ENSG00000171307 10 99217128 99218080 953 1 ENSG00000171307 -1 ENSG00000155229
ENSG00000155229 10 99258552 99344130 85579 -1 ENSG00000155229 1 ENSG00000155252
ENSG00000155252 10 99436192 99437180 989 1 ENSG00000155252 -1 ENSG00000119986
ENSG00000119986 10 99447081 99472929 25849 -1 ENSG00000119986 1 ENSG00000155254
ENSG00000155254 10 99477908 99496877 18970 1 ENSG00000155254 1 ENSG00000155256
ENSG00000155256 10 99520665 99894386 373722 1 ENSG00000155256 1 ENSG00000166024
ENSG00000166024 10 100004655 100143321 138667 1 ENSG00000166024 -1 ENSG00000119943
ENSG00000119943 10 100174942 100175954 1013 -1 ENSG00000119943 -1 ENSG00000107521
ENSG00000107521 10 100206685 101156626 949942 -1 ENSG00000107521 -1 ENSG00000120053
ENSG00000120053 10 101190382 101370281 179900 -1 ENSG00000120053 -1 ENSG00000155287
ENSG00000155287 10 101380367 101419262 38896 -1 ENSG00000155287 1 ENSG00000198018
ENSG00000198018 10 101465998 101462314 -3683 1 ENSG00000198018 1 ENSG00000119929
ENSG00000119929 10 101515892 101542488 26597 1 ENSG00000119929 1 ENSG00000023839
ENSG00000023839 10 101611950 101635333 23384 1 ENSG00000023839 -1 ENSG00000107554
ENSG00000107554 10 101769677 101909850 140174 -1 ENSG00000107554 -1 ENSG00000107566
ENSG00000107566 10 101948092 101948054 -37 -1 ENSG00000107566 -1 ENSG00000213341
ENSG00000213341 10 101989377 101992054 2678 -1 ENSG00000213341 -1 ENSG00000095485
ENSG00000095485 10 102027438 102033712 6275 -1 ENSG00000095485 -1 ENSG00000196072
ENSG00000196072 10 102046470 102106880 60411 -1 ENSG00000196072 1 ENSG00000099194
ENSG00000099194 10 102124592 102267202 142611 1 ENSG00000099194 -1 ENSG00000166136
ENSG00000166136 10 102289758 102288828 -929 -1 ENSG00000166136 1 ENSG00000166135
ENSG00000166135 10 102313682 102672719 359038 1 ENSG00000166135 1 ENSG00000119906
ENSG00000119906 10 102724894 102729214 4321 1 ENSG00000119906 -1 ENSG00000055950
ENSG00000055950 10 102747273 102747123 -149 -1 ENSG00000055950 1 ENSG00000107815
ENSG00000107815 10 102754159 102756374 2216 1 ENSG00000107815 1 ENSG00000107816
ENSG00000107816 10 102767594 102790990 23397 1 ENSG00000107816 1 ENSG00000107819
ENSG00000107819 10 102800999 102821597 20599 1 ENSG00000107819 1 ENSG00000107821
ENSG00000107821 10 102827889 103113819 285931 1 ENSG00000107821 1 ENSG00000166167
ENSG00000166167 10 103317079 103330316 13238 1 ENSG00000166167 1 ENSG00000166171
ENSG00000166171 10 103369426 103370422 997 1 ENSG00000166171 -1 ENSG00000107829
ENSG00000107829 10 103455053 103541081 86029 -1 ENSG00000107829 -1 ENSG00000107833
ENSG00000107833 10 103543171 103544199 1029 -1 ENSG00000107833 -1 ENSG00000198408
ENSG00000198408 10 103578697 103605355 26659 -1 ENSG00000198408 -1 ENSG00000120029
ENSG00000120029 10 103815951 103825146 9196 -1 ENSG00000120029 1 ENSG00000166189
ENSG00000166189 10 103827793 103867316 39524 1 ENSG00000166189 -1 ENSG00000198728
ENSG00000198728 10 103880211 103892786 12576 -1 ENSG00000198728 1 ENSG00000148840
ENSG00000148840 10 103910083 103911932 1850 1 ENSG00000148840 1 ENSG00000166197
ENSG00000166197 10 103923628 104005288 81661 1 ENSG00000166197 1 ENSG00000107862
ENSG00000107862 10 104142657 104153866 11210 1 ENSG00000107862 1 ENSG00000077150
ENSG00000077150 10 104162282 104183001 20720 1 ENSG00000077150 -1 ENSG00000107874
ENSG00000107874 10 104192419 104238985 46567 -1 ENSG00000107874 -1 ENSG00000138107
ENSG00000138107 10 104262483 104404252 141770 -1 ENSG00000138107 1 ENSG00000171206
ENSG00000171206 10 104418076 104433487 15412 1 ENSG00000171206 -1 ENSG00000138175
ENSG00000138175 10 104474165 104474294 130 -1 ENSG00000138175 1 ENSG00000156398
ENSG00000156398 10 104498953 104503726 4774 1 ENSG00000156398 1 ENSG00000166272
ENSG00000166272 10 104576022 104613979 37958 1 ENSG00000166272 1 ENSG00000166275
ENSG00000166275 10 104624719 104678073 53355 1 ENSG00000166275 1 ENSG00000148842
ENSG00000148842 10 104838345 104845939 7595 1 ENSG00000148842 -1 ENSG00000076685
ENSG00000076685 10 104953057 105062552 109496 -1 ENSG00000076685 -1 ENSG00000156374
ENSG00000156374 10 105110892 105127723 16832 -1 ENSG00000156374 1 ENSG00000148835
ENSG00000148835 10 105148823 105148797 -25 1 ENSG00000148835 -1 ENSG00000173915
ENSG00000173915 10 105156224 105156404 181 -1 ENSG00000173915 1 ENSG00000148843
ENSG00000148843 10 105206050 105348284 142235 1 ENSG00000148843 -1 ENSG00000107957
ENSG00000107957 10 105615302 105642299 26998 -1 ENSG00000107957 -1 ENSG00000107960
ENSG00000107960 10 105677964 105726958 48995 -1 ENSG00000107960 1 ENSG00000065613
ENSG00000065613 10 105788992 105881815 92824 1 ENSG00000065613 1 ENSG00000156384
ENSG00000156384 10 105886144 105995113 108970 1 ENSG00000156384 1 ENSG00000148834
ENSG00000148834 10 106027218 106028630 1413 1 ENSG00000148834 1 ENSG00000065621
ENSG00000065621 10 106059617 106071893 12277 1 ENSG00000065621 -1 ENSG00000148841
ENSG00000148841 10 106098163 111624523 5526361 -1 ENSG00000148841 -1 ENSG00000108039
ENSG00000108039 10 111683312 111756125 72814 -1 ENSG00000108039 1 ENSG00000148700
ENSG00000148700 10 111895324 111967362 72039 1 ENSG00000148700 1 ENSG00000119950
ENSG00000119950 10 112047124 112052797 5674 1 ENSG00000119950 -1 ENSG00000119953
ENSG00000119953 10 112064710 112257595 192886 -1 ENSG00000119953 1 ENSG00000138166
ENSG00000138166 10 112271303 112327448 56146 1 ENSG00000138166 1 ENSG00000108055
ENSG00000108055 10 112364395 112631564 267170 1 ENSG00000108055 1 ENSG00000150593
ENSG00000150593 10 112659765 112658487 -1277 1 ENSG00000150593 -1 ENSG00000214413
ENSG00000214413 10 112679033 112679300 268 -1 ENSG00000214413 1 ENSG00000108061
ENSG00000108061 10 112773426 113909623 1136198 1 ENSG00000108061 -1 ENSG00000119927
ENSG00000119927 10 113975136 114133775 158640 -1 ENSG00000119927 1 ENSG00000197142
ENSG00000197142 10 114188139 114190057 1919 1 ENSG00000197142 -1 ENSG00000023041
ENSG00000023041 10 114206673 114206755 83 -1 ENSG00000023041 1 ENSG00000151532
ENSG00000151532 10 114578504 114710008 131505 1 ENSG00000151532 1 ENSG00000148737
ENSG00000148737 10 114927438 115438941 511504 1 ENSG00000148737 1 ENSG00000165806
ENSG00000165806 10 115490663 115594487 103825 1 ENSG00000165806 -1 ENSG00000198924
ENSG00000198924 10 115614143 115614419 277 -1 ENSG00000198924 1 ENSG00000196865
ENSG00000196865 10 115676954 115880620 203667 1 ENSG00000196865 -1 ENSG00000165813
ENSG00000165813 10 115933980 116190871 256892 -1 ENSG00000165813 -1 ENSG00000099204
ENSG00000099204 10 116444763 116581502 136740 -1 ENSG00000099204 1 ENSG00000151553
ENSG00000151553 10 116659592 116697951 38360 1 ENSG00000151553 1 ENSG00000165832
ENSG00000165832 10 116737431 118643741 1906311 1 ENSG00000165832 -1 ENSG00000187164
ENSG00000187164 10 118886098 119000603 114506 -1 ENSG00000187164 1 ENSG00000165646
ENSG00000165646 10 119038942 119039999 1058 1 ENSG00000165646 -1 ENSG00000165650
ENSG00000165650 10 119134979 119764426 629448 -1 ENSG00000165650 -1 ENSG00000107560
ENSG00000107560 10 119806115 120065400 259286 -1 ENSG00000107560 -1 ENSG00000165669
ENSG00000165669 10 120101841 120433678 331838 -1 ENSG00000165669 -1 ENSG00000151893
ENSG00000151893 10 120514762 120789227 274466 -1 ENSG00000151893 1 ENSG00000188613
ENSG00000188613 10 120793855 120794355 501 1 ENSG00000188613 -1 ENSG00000107581
ENSG00000107581 10 120840397 120863597 23201 -1 ENSG00000107581 1 ENSG00000119979
ENSG00000119979 10 120897497 120900278 2782 1 ENSG00000119979 -1 ENSG00000183605
ENSG00000183605 10 120925180 120927214 2035 -1 ENSG00000183605 -1 ENSG00000165672
ENSG00000165672 10 120938346 120967100 28755 -1 ENSG00000165672 1 ENSG00000198873
ENSG00000198873 10 121215132 121259339 44208 1 ENSG00000198873 -1 ENSG00000148908
ENSG00000148908 10 121302221 121334198 31978 -1 ENSG00000148908 -1 ENSG00000151923
ENSG00000151923 10 121356542 121485608 129067 -1 ENSG00000151923 1 ENSG00000198825
ENSG00000198825 10 121588653 121588971 319 1 ENSG00000198825 -1 ENSG00000197771
ENSG00000197771 10 121652069 121652222 154 -1 ENSG00000197771 1 ENSG00000107651
ENSG00000107651 10 121702015 122610686 908672 1 ENSG00000107651 1 ENSG00000120008
ENSG00000120008 10 122669037 123499938 830902 1 ENSG00000120008 -1 ENSG00000107669
ENSG00000107669 10 123688317 123716602 28286 -1 ENSG00000107669 -1 ENSG00000107672
ENSG00000107672 10 123734733 123748688 13956 -1 ENSG00000107672 1 ENSG00000138162
ENSG00000138162 10 124014061 124134211 120151 1 ENSG00000138162 1 ENSG00000107679
ENSG00000107679 10 124191868 124221040 29173 1 ENSG00000107679 1 ENSG00000166033
ENSG00000166033 10 124274425 124591664 317240 1 ENSG00000166033 -1 ENSG00000138161
ENSG00000138161 10 124639147 124608593 -30553 -1 ENSG00000138161 -1 ENSG00000213185
ENSG00000213185 10 124639158 124690418 51261 -1 ENSG00000213185 -1 ENSG00000119965
ENSG00000119965 10 124713920 124713896 -23 -1 ENSG00000119965 1 ENSG00000179988
ENSG00000179988 10 124757030 124750321 -6708 1 ENSG00000179988 -1 ENSG00000095574
ENSG00000095574 10 124768334 124768494 161 -1 ENSG00000095574 1 ENSG00000196177
ENSG00000196177 10 124817828 124913792 95965 1 ENSG00000196177 1 ENSG00000154473
ENSG00000154473 10 124924887 125767183 842297 1 ENSG00000154473 -1 ENSG00000182022
ENSG00000182022 10 125853207 126085871 232665 -1 ENSG00000182022 -1 ENSG00000065154
ENSG00000065154 10 126107546 126150402 42857 -1 ENSG00000065154 1 ENSG00000107902
ENSG00000107902 10 126306458 126436717 130260 1 ENSG00000107902 -1 ENSG00000203791
ENSG00000203791 10 126480440 126490353 9914 -1 ENSG00000203791 1 ENSG00000165660
ENSG00000165660 10 126525240 126630691 105452 1 ENSG00000165660 1 ENSG00000019995
ENSG00000019995 10 126676759 126676420 -338 1 ENSG00000019995 -1 ENSG00000175029
ENSG00000175029 10 126849740 127265090 415351 -1 ENSG00000175029 -1 ENSG00000175018
ENSG00000175018 10 127371714 127408083 36370 -1 ENSG00000175018 1 ENSG00000107938
ENSG00000107938 10 127452713 127477145 24433 1 ENSG00000107938 -1 ENSG00000188690
ENSG00000188690 10 127511818 127512114 297 -1 ENSG00000188690 1 ENSG00000107949
ENSG00000107949 10 127542265 127524905 -17359 1 ENSG00000107949 -1 ENSG00000089876
ENSG00000089876 10 127585006 127700949 115944 -1 ENSG00000089876 -1 ENSG00000148848
ENSG00000148848 10 128077025 128593977 516953 -1 ENSG00000148848 1 ENSG00000150760
ENSG00000150760 10 129250782 129894922 644141 1 ENSG00000150760 -1 ENSG00000148773
ENSG00000148773 10 129924650 131265447 1340798 -1 ENSG00000148773 1 ENSG00000170430
ENSG00000170430 10 131566272 131934662 368391 1 ENSG00000170430 1 ENSG00000108010
ENSG00000108010 10 131982786 133781577 1798792 1 ENSG00000108010 -1 ENSG00000176171
ENSG00000176171 10 133795436 134020995 225560 -1 ENSG00000176171 -1 ENSG00000165752
ENSG00000165752 10 134145352 134145613 262 -1 ENSG00000165752 1 ENSG00000148814
ENSG00000148814 10 134195011 134351323 156313 1 ENSG00000148814 1 ENSG00000068383
ENSG00000068383 10 134596980 135093134 496155 1 ENSG00000068383 -1 ENSG00000130640
ENSG00000130640 10 135125842 135121978 -3863 -1 ENSG00000130640 1 ENSG00000198546
ENSG00000198546 10 135166034 135168657 2624 1 ENSG00000198546 -1 ENSG00000148803
ENSG00000148803 10 135171530 135175983 4454 -1 ENSG00000148803 -1 ENSG00000127884
ENSG00000127884 10 135187194 135207597 20404 -1 ENSG00000127884 1 ENSG00000148824
ENSG00000177951 11 207429 207510 82 -1 ENSG00000177951 1 ENSG00000177963
ENSG00000177963 11 215114 215457 344 1 ENSG00000177963 -1 ENSG00000142082
ENSG00000142082 11 236932 236545 -386 -1 ENSG00000142082 1 ENSG00000185627
ENSG00000185627 11 252984 307630 54647 1 ENSG00000185627 1 ENSG00000185201
ENSG00000185201 11 315273 319668 4396 1 ENSG00000185201 -1 ENSG00000142089
ENSG00000142089 11 327538 392613 65076 -1 ENSG00000142089 1 ENSG00000184363
ENSG00000184363 11 404909 405715 807 1 ENSG00000184363 -1 ENSG00000185187
ENSG00000185187 11 417456 448267 30812 -1 ENSG00000185187 1 ENSG00000174915
ENSG00000174915 11 491394 494511 3118 1 ENSG00000174915 -1 ENSG00000023191
ENSG00000023191 11 507301 532241 24941 -1 ENSG00000023191 -1 ENSG00000174775
ENSG00000174775 11 537288 560403 23116 -1 ENSG00000174775 1 ENSG00000099849
ENSG00000099849 11 564022 644232 80211 1 ENSG00000099849 -1 ENSG00000177030
ENSG00000177030 11 706716 694437 -12278 -1 ENSG00000177030 1 ENSG00000177106
ENSG00000177106 11 727728 747328 19601 1 ENSG00000177106 1 ENSG00000177156
ENSG00000177156 11 765025 767219 2195 1 ENSG00000177156 -1 ENSG00000177225
ENSG00000177225 11 777489 777577 89 -1 ENSG00000177225 1 ENSG00000255284
ENSG00000255284 11 784298 809646 25349 1 ENSG00000255284 1 ENSG00000177600
ENSG00000177600 11 812881 832842 19962 1 ENSG00000177600 1 ENSG00000177697
ENSG00000177697 11 839832 837355 -2476 1 ENSG00000177697 -1 ENSG00000177700
ENSG00000177700 11 842546 842807 262 -1 ENSG00000177700 1 ENSG00000214063
ENSG00000214063 11 867117 867356 240 1 ENSG00000214063 -1 ENSG00000177830
ENSG00000177830 11 915059 924893 9835 -1 ENSG00000177830 1 ENSG00000183020
